GENDER,AGEGRP1,NGROUP,BILL,REGION,CLASS,ORGYN,AFFL,LTIME
1,3,5,6000,4,3,0,2,16
2,3,3,3500,1,2,0,5,18
1,2,5,0.01,1,1,1,13,18
1,3,4,6000,2,3,0,6,16
1,1,4,0.01,3,1,1,17,18
2,3,2,6000,3,3,1,9,16
2,3,3,3000,5,2,0,6,18
3,2,3,1500,3,2,0,9,18
2,3,2,4884.25,3,2,0,15,18
2,3,3,1000,1,2,0,7,18
2,3,4,6000,4,3,0,10,16
3,3,2,4221.06,2,2,1,10,18
2,3,4,6000,2,3,0,9,16
1,3,4,6000,1,3,0,10,16
2,3,2,480.01,4,2,0,7,18
2,2,1,240,4,2,1,10,18
2,3,4,500,3,2,0,7,18
2,1,6,1885.15,4,2,1,5,18
3,3,5,6000,2,3,0,8,15
2,3,5,5000,1,2,0,13,18
2,2,6,20260.39,2,4,0,12,3
2,3,2,20266.31,2,4,0,7,3
2,3,5,1750,1,2,0,6,18
2,3,4,5000,1,2,0,7,18
2,3,1,0.01,4,1,0,5,18
2,3,2,6000,1,3,1,7,15
1,3,1,1500,4,2,1,11,18
2,3,3,0.01,4,1,0,9,18
2,2,4,6000,3,3,0,9,15
1,2,4,6000,4,3,0,11,15
2,3,2,6000,4,3,1,12,15
1,3,6,2000,1,2,0,10,18
3,3,5,4391.56,4,2,0,11,18
2,2,3,20268.84,3,4,1,14,3
2,3,6,4664.43,4,2,1,10,18
2,3,3,6000,4,3,0,5,15
2,3,5,6000,1,3,0,11,15
1,1,3,6000,1,3,1,9,15
3,3,6,6000,4,3,0,9,15
2,3,4,3213.27,1,2,0,6,17
3,3,1,6000,4,3,0,9,15
2,2,1,850,2,2,0,8,17
2,3,4,6000,1,3,0,8,15
3,3,2,6000,1,3,0,8,15
2,3,4,0.01,1,1,0,9,17
3,3,3,0.01,4,1,0,8,17
1,2,3,6000,2,3,0,9,15
1,3,4,6000,1,3,0,7,15
1,3,3,6000,4,3,0,7,15
1,3,3,6000,1,3,0,10,15
3,3,4,6000,4,3,0,7,14
1,3,5,6000,4,3,0,11,14
1,2,3,1000,2,2,1,10,17
3,3,4,6000,1,3,0,4,14
2,2,3,20274.85,1,4,0,7,3
2,3,4,6000,4,3,0,7,14
1,3,1,3000,1,2,0,7,17
2,3,4,6000,2,3,0,9,14
3,3,4,1000,1,2,0,8,17
2,2,1,4884.25,2,2,1,20,17
1,3,2,6000,3,3,0,7,14
1,3,2,4391.5,3,2,0,3,17
3,3,1,20278.19,4,4,0,8,4
2,3,2,6000,4,3,0,6,14
3,3,5,6000,5,3,1,16,14
2,3,1,6000,2,3,0,3,14
1,3,4,6000,4,3,0,7,14
1,3,2,6000,5,3,0,7,14
2,2,3,967.99,4,2,0,10,17
2,2,4,6000,3,3,0,11,14
2,3,4,6000,1,3,0,10,14
1,3,4,120,3,2,0,5,17
3,3,3,6000,1,3,0,6,14
2,2,6,6000,1,3,1,26,13
2,3,3,3000,4,2,1,13,17
3,2,2,2000,1,2,0,14,17
2,2,3,500,4,2,0,10,17
2,3,3,2409.87,1,2,0,13,17
1,3,2,100,4,2,0,8,17
2,2,2,6000,4,3,0,9,13
2,3,4,20278.54,1,4,0,8,3
1,2,2,20278.84,1,4,0,14,3
3,3,3,6000,4,3,0,5,13
1,3,1,6000,2,3,0,7,13
1,3,4,6000,3,3,0,4,13
1,3,3,6000,3,3,0,9,13
2,3,4,6000,1,3,0,6,13
2,3,2,6000,4,3,0,6,13
2,3,6,1808.88,1,2,0,8,17
3,3,3,4000,4,2,0,6,17
1,2,3,6000,4,3,1,8,13
2,3,5,6000,3,3,0,2,13
2,3,4,3000,1,2,0,5,17
2,3,2,6000,1,3,0,12,13
2,2,2,6000,2,3,0,10,13
3,3,3,3000,2,2,0,4,17
2,3,6,3000,2,2,1,13,17
1,3,2,5000,5,2,1,14,17
2,3,3,0.01,1,1,0,13,17
2,3,4,3031.54,4,2,0,10,17
2,3,4,3000,4,2,0,15,17
2,2,5,6000,3,3,0,14,13
3,3,2,500,1,2,0,4,17
2,2,4,20281.14,4,4,1,12,3
2,3,4,2000,4,2,0,8,17
3,3,6,3000,4,2,0,3,17
2,3,2,3000,2,2,1,3,17
2,3,6,250.01,5,2,1,4,17
1,3,4,6000,2,3,0,8,13
2,3,3,200,3,2,0,8,17
1,2,4,6000,2,3,0,8,13
2,2,5,1680,4,2,0,11,17
2,3,2,1000,4,2,0,6,17
2,3,2,50.01,1,2,1,8,17
1,3,6,500,2,2,0,10,17
3,3,5,6000,4,3,0,4,13
3,3,6,0.01,1,1,0,5,17
1,3,3,6000,2,3,1,9,13
2,3,3,6000,4,3,0,7,13
1,3,3,1000,4,2,0,6,17
3,2,3,6000,2,3,0,7,13
3,3,1,1862.83,4,2,0,8,17
2,3,5,6000,4,3,0,8,13
2,3,2,4000,3,2,0,6,17
2,1,2,6000,4,3,1,10,13
2,3,1,5000,1,2,0,11,16
2,2,3,6000,1,3,0,9,13
1,3,1,6000,2,3,0,4,12
2,3,6,3000,3,2,0,3,16
2,1,4,384,1,2,1,13,16
2,3,3,6000,1,3,0,9,12
2,3,5,0.01,2,1,0,13,16
3,3,6,3000,1,2,1,16,16
3,3,3,6000,3,3,0,3,12
2,3,4,6000,5,3,0,6,12
2,3,5,1000,4,2,0,6,16
2,3,1,6000,4,3,0,5,12
1,3,2,3052.56,4,2,0,10,16
2,2,3,5000,1,2,0,6,16
3,2,2,3000,4,2,0,5,16
3,3,5,2000,4,2,0,8,16
2,3,3,3000,4,2,1,4,16
1,3,2,2500,4,2,1,9,16
2,3,1,1262.01,4,2,0,5,16
1,3,2,6000,3,3,0,12,12
3,2,6,6000,1,3,0,4,12
2,3,6,3000,1,2,0,5,16
2,2,6,1000,4,2,0,8,16
1,2,2,0.01,4,1,0,8,16
1,3,3,1000,1,2,0,7,16
2,3,1,4800,4,2,0,5,16
3,3,5,4000,1,2,0,4,16
2,3,6,600,3,2,0,7,16
1,3,4,6000,2,3,0,5,12
2,1,1,6000,2,3,0,9,12
2,3,1,6000,1,3,0,6,12
2,2,3,6000,1,3,1,12,12
2,3,5,6000,1,3,1,13,12
1,3,5,3850,4,2,0,3,16
2,3,2,600,4,2,0,7,16
3,3,1,756.61,4,2,0,10,16
1,2,3,20290.76,1,4,0,9,9
1,3,4,6000,4,3,1,11,12
2,3,1,3000,3,2,0,6,16
3,3,5,6000,1,3,0,6,12
2,3,3,6000,4,3,0,4,12
1,3,6,2000,1,2,0,6,16
2,2,2,20290.99,4,4,0,8,3
2,3,2,6000,4,3,0,10,12
2,3,3,0.01,4,1,1,10,16
3,3,5,4000,1,2,0,8,16
3,3,2,1500,1,2,0,9,16
1,3,6,20294.5,1,4,0,14,3
2,3,3,6000,2,3,0,8,12
2,3,4,3000,1,2,0,7,16
1,2,4,800,4,2,0,12,16
1,2,5,500,1,2,0,5,16
2,3,4,3000,5,2,0,5,16
3,3,6,405.24,1,2,0,7,16
3,2,2,4537.2,1,2,0,14,16
2,2,1,6000,1,3,0,5,12
2,3,3,420,2,2,0,5,16
2,3,1,0.01,4,1,0,12,16
2,3,3,2000,4,2,0,9,16
2,3,3,3000,2,2,0,14,16
2,3,5,20308.51,1,4,0,12,3
2,3,5,20308.51,1,4,0,5,3
2,3,6,20314.87,4,4,1,13,3
2,3,6,4800,5,2,0,10,16
1,3,3,3000,4,2,0,7,16
3,2,3,6000,2,3,0,5,12
3,3,2,6000,2,3,0,10,12
3,3,2,2000,2,2,0,5,16
3,2,2,0.01,2,1,0,5,16
1,3,3,20317.93,2,4,0,4,3
2,3,3,3500,1,2,0,9,16
3,2,3,82.57,3,2,0,11,16
3,2,1,6000,2,3,0,9,12
2,2,6,0.01,1,1,0,4,16
3,3,5,2000,2,2,0,10,16
1,3,2,6000,4,3,0,10,12
2,2,3,4500,4,2,0,8,16
2,3,2,20322.09,4,4,1,8,3
3,2,2,3500,4,2,0,10,16
3,2,6,500,1,2,0,5,16
3,3,3,3865.26,1,2,0,8,16
1,2,3,0.01,1,1,0,6,16
2,3,2,2400,4,2,0,4,16
3,3,4,6000,3,3,0,5,12
2,3,4,500,1,2,0,8,16
3,2,3,0.01,4,1,1,10,16
2,3,3,6000,1,3,0,9,12
2,3,6,6000,4,3,0,5,12
2,3,3,1000,1,2,0,5,16
2,3,1,1000,2,2,0,6,16
3,3,3,2000,3,2,0,10,16
1,2,6,4842.12,4,2,0,9,16
2,3,3,6000,4,3,1,12,12
2,3,6,6000,4,3,0,4,12
2,3,3,6000,1,3,0,7,12
1,2,1,2500,4,2,0,12,16
1,2,2,2000,4,2,0,6,16
1,3,4,20326.3,1,4,0,13,8
2,2,1,20326.51,4,4,0,5,3
1,2,2,1000,4,2,0,9,16
2,3,4,3256.77,1,2,0,9,16
2,3,3,6000,4,3,0,14,12
2,3,3,3000,1,2,1,11,16
2,2,5,6000,1,3,0,6,12
2,3,5,0.01,1,1,1,10,16
1,3,3,4500,1,2,0,5,16
1,2,5,255.7,2,2,0,6,16
1,2,2,0.01,3,1,0,8,16
1,3,3,500,5,2,0,8,16
2,3,6,6000,1,3,0,7,12
2,2,1,6000,5,3,0,4,12
2,3,2,6000,3,3,1,7,11
3,3,3,6000,1,3,0,9,11
2,3,3,3000,4,2,0,4,16
2,3,2,20333.63,2,4,0,11,11
2,3,1,0.01,2,1,1,11,16
2,2,1,6000,4,3,0,12,11
3,3,3,3000,4,2,0,8,16
2,2,4,6000,4,3,0,12,11
3,2,3,3000,4,2,0,5,16
1,3,2,5000,4,2,0,5,16
2,3,4,20338.72,4,4,0,9,3
2,2,3,3000,4,2,0,3,16
2,2,1,3000,4,2,0,6,16
1,3,3,0.01,4,1,0,7,16
2,3,3,3000,1,2,0,14,16
3,3,5,6000,1,3,0,13,11
3,3,2,500,4,2,0,10,16
2,3,5,2000,4,2,0,8,16
2,3,2,1500,4,2,0,5,16
1,3,3,5000,1,2,0,7,16
3,3,3,300,4,2,0,11,16
2,3,2,2000,4,2,0,11,16
2,3,2,600,5,2,0,6,16
2,3,5,1000,5,2,0,9,16
2,2,4,3000,4,2,0,10,16
2,3,5,375,4,2,0,4,16
1,3,3,6000,1,3,0,3,11
1,3,4,6000,1,3,1,13,11
1,3,2,6000,1,3,0,9,11
2,3,2,3420,3,2,1,11,16
3,3,2,1080,1,2,0,8,16
1,1,6,6000,1,3,1,10,11
2,1,6,6000,4,3,0,7,11
2,1,2,6000,4,3,0,7,11
2,3,1,3000.01,4,2,0,8,15
1,3,4,20350.98,4,4,0,9,3
1,3,5,1000,3,2,1,10,15
1,3,4,290.85,1,2,0,8,15
2,3,6,3000,3,2,0,7,15
2,2,5,4951.5,1,2,0,7,15
1,2,3,4124.54,1,2,0,7,15
1,3,3,6000,4,3,0,9,11
3,3,2,6000,2,3,0,7,11
2,3,4,1000,1,2,0,7,15
2,3,2,0.01,1,1,0,7,15
2,3,2,6000,2,3,0,7,11
2,2,3,6000,1,3,1,14,11
2,3,5,20351.58,4,4,0,12,3
2,3,4,6000,2,3,0,10,11
2,2,4,1.54,1,2,0,6,15
3,2,4,1500,2,2,0,10,15
3,2,5,6000,1,3,0,4,11
2,3,3,6000,4,3,0,12,11
2,2,2,20353.6,2,4,0,9,3
2,3,2,6000,4,3,1,7,11
2,2,3,6000,3,3,0,9,11
3,2,5,3000,4,2,0,7,15
1,3,1,3000,4,2,0,9,15
2,3,2,6000,4,3,1,7,11
2,3,2,6000,4,3,0,5,11
3,2,5,6000,4,3,0,7,11
2,3,2,6000,4,3,1,12,11
1,2,6,20354.22,4,4,0,11,3
2,1,5,4166.26,2,2,1,11,15
2,3,6,20354.22,4,4,0,6,3
2,2,2,600,4,2,1,12,15
3,3,3,6000,3,3,0,10,11
3,3,4,6000,4,3,0,10,11
2,3,3,4800,4,2,1,15,15
1,2,3,3486.7,4,2,0,10,15
2,2,5,6000,3,3,1,8,11
1,2,5,6000,1,3,0,7,11
2,2,4,20357.18,3,4,0,14,3
2,3,2,6000,4,3,0,5,11
1,3,2,250,5,2,0,8,15
2,3,3,6000,4,3,0,7,11
2,2,5,6000,2,3,0,10,11
2,3,2,4300,4,2,0,12,15
3,3,3,6000,1,3,0,6,11
1,3,2,6000,2,3,0,11,10
2,3,3,420,4,2,0,9,15
2,2,2,6000,1,3,0,9,10
2,3,1,3193.43,2,2,0,12,15
3,3,5,1250,5,2,0,5,15
2,3,2,6000,4,3,0,4,10
2,3,2,3000,4,2,0,11,15
3,3,6,2500,4,2,0,1,15
3,2,3,6000,4,3,0,11,10
1,2,3,0.01,1,1,0,6,15
3,2,3,0.01,4,1,0,5,15
3,3,4,6000,1,3,0,11,10
3,3,4,3000,2,2,0,14,15
1,2,3,1000,1,2,0,9,15
1,3,1,4000,4,2,0,8,15
2,3,2,20361.25,2,4,0,5,3
1,1,4,6000,4,3,0,9,10
2,3,3,6000,4,3,0,6,10
1,3,6,500,2,2,0,10,15
2,2,3,20362.39,1,4,0,8,3
3,1,6,6000,3,3,0,8,10
2,3,6,6000,4,3,0,12,10
2,3,3,0.01,1,1,0,8,15
1,3,3,20364.36,4,4,0,13,3
1,3,5,6000,4,3,0,6,10
2,2,2,2500,4,2,0,9,15
1,3,2,1000,4,2,0,6,15
2,3,4,3000,3,2,0,12,15
2,2,3,5000,2,2,0,7,15
1,3,1,6000,1,3,0,7,10
1,1,1,6000,3,3,1,10,10
2,2,4,6000,2,3,1,21,10
1,2,1,6000,4,3,0,2,10
2,3,3,6000,4,3,1,10,10
1,2,6,6000,2,3,0,8,10
2,3,1,4000,2,2,0,6,15
1,3,4,6000,4,3,0,6,10
3,3,5,6000,4,3,0,10,10
2,2,4,0.01,1,1,0,15,15
2,2,3,6000,4,3,0,12,10
2,2,6,6000,2,3,1,13,10
3,2,1,6000,4,3,0,10,10
2,3,5,6000,1,3,0,8,10
2,2,5,2500,4,2,0,12,15
3,3,2,1000,3,2,0,4,15
3,3,2,20367.69,5,4,1,11,3
3,2,6,6000,3,3,0,5,10
3,3,2,1500,2,2,0,9,15
3,2,2,3000,1,2,0,6,15
2,2,6,6000,4,3,0,7,9
2,3,3,5000,4,2,0,7,15
2,3,4,3000,4,2,0,12,15
3,3,3,0.01,1,1,0,14,15
2,3,3,0.01,1,1,0,6,15
1,3,6,5000,1,2,0,8,15
2,3,4,500,4,2,0,8,15
2,2,5,6000,4,3,0,13,9
1,3,6,5000,1,2,1,13,15
2,3,3,6000,2,3,0,4,9
2,3,3,1000,4,2,0,8,15
1,1,3,6000,4,3,1,21,9
2,2,6,20369.93,4,4,1,9,3
2,2,3,6000,1,3,0,13,9
2,3,4,500,2,2,0,10,15
3,3,2,6000,2,3,0,4,9
1,3,3,0.01,4,1,0,10,15
1,3,2,6000,4,3,0,5,9
2,3,3,3215.96,2,2,0,6,15
1,2,4,6000,4,3,0,7,9
2,2,4,0.01,4,1,0,7,15
3,3,1,3000,4,2,0,11,15
2,3,2,1000,5,2,0,12,15
3,3,2,20371.85,4,4,0,12,3
2,3,6,2000,1,2,0,6,15
3,3,1,6000,4,3,0,8,9
1,2,1,300,4,2,0,10,15
1,2,4,6000,1,3,0,8,9
2,1,6,6000,4,3,1,13,9
1,3,1,3000,4,2,0,6,14
2,2,3,2200,4,2,0,4,14
2,1,4,6000,4,3,1,12,9
2,3,3,6000,1,3,0,10,9
2,2,1,6000,4,3,0,7,9
2,1,3,6000,4,3,1,9,9
2,2,4,6000,1,3,0,10,9
3,3,1,3000,1,2,0,5,14
3,3,6,20373.1,2,4,0,7,3
3,2,1,1000,2,2,0,9,14
2,3,1,3000,4,2,0,8,14
1,2,2,3000,4,2,0,13,14
2,3,1,1000,4,2,0,5,14
2,3,2,6000,4,3,0,9,9
2,3,3,6000,4,3,1,12,9
3,2,3,20374.82,2,4,1,15,3
1,2,1,0.01,4,1,0,3,14
1,2,4,100,2,2,0,9,14
1,2,2,6000,5,3,0,7,9
1,3,2,6000,4,3,0,13,9
2,2,6,2000,3,2,1,11,14
2,2,3,6000,4,3,0,12,9
2,3,2,6000,4,3,0,8,9
3,3,4,3000,5,2,0,7,14
1,3,4,1500,1,2,0,10,14
3,3,4,3000,1,2,0,10,14
2,1,3,6000,4,3,0,7,9
2,3,2,6000,2,3,0,5,9
3,2,2,3500,1,2,0,6,14
1,2,4,6000,4,3,0,11,9
2,2,2,6000,2,3,0,11,9
3,2,3,6000,2,3,0,10,9
1,2,3,6000,2,3,0,4,9
2,3,2,6000,1,3,0,9,9
3,2,2,6000,4,3,0,9,9
2,2,2,6000,2,3,1,15,9
3,3,6,6000,4,3,0,9,9
2,3,4,4884.25,3,2,1,16,14
2,3,2,4000,2,2,0,5,14
2,3,6,3498.6,4,2,0,11,14
3,2,6,0.01,1,1,0,7,14
2,2,2,6000,4,3,1,14,9
2,2,3,3000,4,2,0,5,14
1,3,2,6000,1,3,0,5,8
2,3,4,6000,4,3,0,9,8
2,3,2,6000,2,3,0,6,8
2,2,4,6000,1,3,0,4,8
3,2,2,6000,4,3,0,12,8
1,3,2,6000,4,3,0,11,8
3,2,1,6000,2,3,0,8,8
3,3,4,6000,2,3,0,8,8
1,2,3,0.01,1,1,1,9,14
2,2,3,20383.7,1,4,0,7,3
3,3,5,2000,2,2,0,8,14
2,2,3,0.01,4,1,0,8,14
2,3,1,6000,1,3,0,3,8
1,3,2,6000,1,3,0,8,8
2,3,2,1750,4,2,0,6,14
3,2,1,1500,4,2,0,6,14
2,3,4,2400,1,2,0,7,14
2,3,3,4000,1,2,1,6,14
1,3,3,1450.45,3,2,0,6,14
2,3,2,3000,2,2,0,9,14
1,3,1,6000,2,3,0,10,8
2,1,4,6000,4,3,1,13,8
2,3,3,3000,4,2,1,8,14
2,3,4,6000,5,3,0,8,8
1,3,6,2500,2,2,0,4,14
2,3,4,2733.83,1,2,0,13,14
3,3,4,6000,3,3,0,5,8
3,3,3,20384.61,4,4,0,12,3
1,3,1,5000,4,2,0,9,14
2,3,6,6000,1,3,0,6,8
2,3,4,2500,4,2,0,8,14
3,3,3,6000,4,3,0,7,8
2,2,6,6000,3,3,0,12,8
2,2,4,0.01,1,1,0,5,14
2,1,4,6000,2,3,1,11,8
2,3,3,5000,1,2,1,9,14
1,2,2,6000,4,3,0,9,8
1,3,6,5000,5,2,0,9,14
3,3,5,3000,4,2,0,11,14
2,3,4,6000,2,3,0,3,8
3,3,2,750,4,2,0,7,14
1,2,3,6000,2,3,0,6,8
2,3,6,6000,4,3,0,4,8
1,2,2,6000,4,3,0,6,8
1,3,2,1000.01,4,2,0,12,14
2,2,5,6000,5,3,1,12,8
2,3,2,600,1,2,0,7,14
2,3,4,20388.79,4,4,0,12,3
2,3,3,6000,4,3,0,6,8
3,3,4,1000,1,2,0,5,14
1,3,5,6000,1,3,0,9,8
2,3,4,2000,4,2,0,3,14
2,3,6,3000,1,2,0,5,14
3,3,5,6000,4,3,0,5,8
1,3,1,6000,1,3,1,11,8
2,2,2,2550,4,2,0,4,14
1,3,4,6000,4,3,0,7,8
2,3,4,4900,2,2,0,7,14
1,2,2,0.01,4,1,0,9,14
2,3,2,6000,4,3,0,19,8
1,3,2,6000,2,3,0,11,8
2,3,3,3000,3,2,0,11,14
1,3,4,5000,3,2,0,6,14
2,2,4,20391.15,1,4,0,5,3
2,2,5,1000,4,2,0,4,14
3,2,6,3000.01,4,2,0,13,14
2,3,1,6000,2,3,0,8,8
2,2,4,6000,1,3,0,7,8
3,3,2,4926.78,1,2,0,7,14
3,2,4,3100,4,2,0,6,14
3,2,2,75,2,2,0,8,14
2,2,3,6000,1,3,0,11,8
2,3,4,6000,1,3,0,15,8
3,3,4,3000,1,2,0,12,14
3,2,6,2000,2,2,0,9,14
3,3,3,3000,1,2,0,9,14
2,3,5,3000,1,2,0,11,14
2,2,5,3000,1,2,0,8,14
3,2,4,6000,4,3,0,7,8
3,3,6,6000,1,3,0,8,8
2,3,4,550,5,2,0,10,14
1,3,4,6000,1,3,0,4,8
2,2,2,4000,4,2,0,6,14
2,2,6,2933.09,4,2,0,11,14
1,2,1,1044.71,4,2,0,6,14
3,3,6,6000,1,3,0,8,8
1,2,5,4000,3,2,0,7,14
2,3,2,6000,2,3,0,7,8
1,3,3,6000,1,3,0,6,8
2,2,3,6000,3,3,0,8,8
1,3,4,1300,4,2,1,7,14
1,3,6,6000,1,3,0,9,8
3,3,4,6000,1,3,0,10,8
2,2,1,1000,4,2,1,17,13
2,3,2,50.01,4,2,0,10,13
1,2,2,1000,4,2,0,10,13
1,2,3,6000,3,3,0,13,8
2,3,3,6000,4,3,1,8,7
3,2,4,6000,4,3,0,11,7
2,1,4,6000,4,3,1,21,7
2,1,3,1500,4,2,1,7,13
2,3,2,6000,5,3,0,6,7
2,2,3,6000,1,3,0,10,7
3,3,1,6000,4,3,0,7,7
3,2,2,6000,1,3,0,9,7
2,1,4,6000,4,3,0,9,7
3,3,4,2500,4,2,0,4,13
1,2,3,6000,1,3,0,7,7
3,3,1,750,4,2,0,4,13
2,3,3,0.01,2,1,0,10,13
2,2,1,20394.34,4,4,0,8,3
2,3,5,20395.07,2,4,0,12,3
2,3,2,1000,2,2,1,16,13
2,3,4,20399.2,4,4,0,7,3
2,2,5,6000,4,3,0,8,7
3,2,2,400,2,2,0,7,13
2,1,3,6000,1,3,0,3,7
3,1,2,6000,4,3,0,6,7
2,3,3,6000,1,3,1,11,7
3,3,2,6000,4,3,0,6,7
1,3,2,6000,3,3,0,9,7
2,2,2,6000,4,3,0,15,7
1,3,1,4260,4,2,0,7,13
1,3,3,3000,2,2,0,7,13
3,2,5,2500,2,2,0,6,13
3,3,4,500,3,2,0,7,13
3,2,2,2.66,4,2,0,7,13
2,1,4,6000,4,3,1,14,7
2,3,6,6000,1,3,0,4,7
1,3,3,6000,2,3,0,9,6
1,3,6,0.01,3,1,0,11,13
2,3,4,1081.89,1,2,0,3,13
2,3,5,0.01,4,1,0,7,13
1,3,1,6000,1,3,0,8,6
2,3,4,6000,1,3,0,4,6
1,3,1,20403.87,4,4,0,12,3
2,2,3,2000,1,2,0,10,13
2,2,3,20406.2,1,4,1,11,3
3,3,6,1250,1,2,0,10,13
2,2,4,3200,2,2,0,12,13
1,3,2,3000,1,2,0,6,13
2,3,2,6000,3,3,0,7,6
1,3,4,2500,1,2,0,5,13
1,3,3,4000,3,2,0,9,13
3,2,3,1500,1,2,0,7,13
2,3,4,250,1,2,0,9,13
3,3,3,0.01,1,1,0,7,13
2,2,3,6000,1,3,1,12,6
2,3,1,3000,1,2,0,10,13
2,2,4,0.01,5,1,1,7,13
1,2,2,3000,1,2,0,6,13
2,3,3,2500,2,2,1,7,13
3,3,4,3005.86,1,2,0,6,13
2,3,6,6000,1,3,0,10,6
2,3,2,6000,4,3,0,5,6
2,2,1,600,2,2,0,12,13
2,3,6,1595.77,5,2,0,7,13
3,3,4,5000,3,2,0,13,13
1,2,3,6000,4,3,0,15,6
1,2,5,2361.26,1,2,1,8,13
2,3,1,6000,2,3,0,10,6
2,3,2,6000,4,3,0,11,6
3,3,2,20406.39,4,4,0,10,3
2,3,4,1000,2,2,0,1,13
2,2,6,240,1,2,0,11,13
2,1,4,100,4,2,1,6,13
2,2,5,0.01,4,1,0,8,13
1,2,3,6000,1,3,0,9,6
3,3,2,6000,1,3,0,11,6
2,2,6,3000,3,2,0,13,13
2,3,4,4000,3,2,1,6,13
1,2,5,3000,4,2,0,6,13
2,2,2,800,4,2,0,3,13
2,3,6,6000,4,3,0,2,6
2,2,4,150,1,2,1,14,13
1,3,5,0.01,3,1,0,5,13
1,2,3,3000,2,2,0,9,13
1,2,2,6000,4,3,0,6,6
2,3,6,6000,1,3,0,7,6
2,2,2,2428.33,1,2,0,8,13
2,3,3,2000,2,2,0,10,13
3,3,2,4000,2,2,0,10,13
3,3,4,500,5,2,0,5,13
2,3,2,6000,5,3,0,15,6
3,3,2,20413.13,5,4,0,10,3
2,3,2,2500,2,2,0,5,13
2,3,4,1000,2,2,0,11,13
2,2,6,6000,4,3,1,15,6
1,2,5,1332.17,4,2,0,10,13
1,3,6,1500,4,2,0,4,13
2,3,6,2052.57,2,2,1,12,13
2,2,4,180,4,2,1,13,13
1,3,2,6000,1,3,0,6,6
2,2,1,3000,2,2,0,3,13
2,3,3,120,4,2,0,7,13
1,2,3,6000,2,3,0,6,6
2,3,2,5000,3,2,1,10,13
1,2,3,6000,2,3,0,7,6
3,3,1,20420.73,2,4,0,9,3
1,2,4,510,2,2,0,12,13
2,3,3,728,5,2,0,5,13
3,3,6,6000,4,3,0,10,6
2,3,2,1121.8,4,2,1,6,13
2,2,1,3000,3,2,0,5,13
3,2,4,6000,2,3,1,16,6
1,2,2,6000,2,3,0,8,6
1,2,2,0.01,2,1,0,7,13
1,3,5,4000,4,2,0,5,13
2,2,4,6000,4,3,0,5,6
1,2,1,6000,4,3,0,4,6
2,3,5,6000,1,3,0,4,6
1,2,4,1000,3,2,0,6,13
2,2,6,1500,3,2,1,8,13
1,2,5,6000,4,3,1,15,6
3,3,3,6000,1,3,0,11,6
1,2,6,6000,4,3,0,6,6
2,3,1,3000,4,2,0,9,13
2,3,1,6000,2,3,1,11,6
2,3,6,6000,1,3,0,11,6
3,2,2,3000,4,2,0,7,13
2,2,1,6000,4,3,1,13,6
3,3,2,20423.74,4,4,0,11,3
2,3,1,6000,1,3,0,8,6
1,3,3,5000,4,2,0,10,13
3,3,5,6000,1,3,0,8,6
1,3,1,20424.79,1,4,0,6,9
2,2,4,360.01,4,2,1,14,13
2,3,1,6000,4,3,0,2,6
2,3,3,6000,2,3,0,4,6
2,3,3,180,1,2,0,9,13
2,2,6,3800,1,2,0,10,13
2,2,5,420,2,2,1,5,13
3,3,6,1500,1,2,0,3,13
3,2,3,6000,4,3,0,9,6
2,1,2,1500,4,2,0,8,13
1,2,5,6000,1,3,0,8,6
1,2,2,6000,4,3,1,8,6
1,2,3,5000,4,2,0,7,13
2,1,4,6000,3,3,1,14,6
2,3,4,1500,4,2,0,6,13
3,3,2,6000,4,3,0,11,6
2,2,6,2440.32,3,2,0,7,13
2,2,5,6000,4,3,1,12,6
1,1,5,4600,1,2,0,8,13
2,3,1,6000,1,3,1,15,6
1,2,4,5000,1,2,0,7,13
2,3,3,500,4,2,0,12,13
2,1,4,3000,1,2,0,11,13
1,3,3,6000,1,3,0,6,6
2,2,6,6000,2,3,0,10,6
2,2,2,1000,4,2,1,12,13
1,2,3,6000,1,3,0,9,6
1,2,3,500,4,2,0,5,13
2,1,4,1105.39,4,2,1,10,13
1,2,3,6000,4,3,0,4,6
1,3,6,500,1,2,0,8,13
2,2,3,1000,4,2,1,12,13
2,1,1,3000,4,2,1,7,13
3,2,3,20425.61,4,4,0,6,3
1,3,5,2500,4,2,0,11,13
1,2,5,20435.71,2,4,0,5,3
2,2,3,6000,4,3,0,9,6
1,2,6,6000,4,3,0,4,6
3,2,2,6000,2,3,0,4,6
1,3,2,206.06,2,2,0,6,13
2,1,5,500,1,2,1,15,13
1,2,3,6000,4,3,0,9,6
1,2,3,6000,1,3,0,9,6
2,2,2,6000,4,3,1,10,6
1,2,1,6000,4,3,0,9,6
2,3,6,1500,3,2,0,5,13
2,1,3,2500,4,2,1,13,13
2,1,4,6000,4,3,1,6,6
2,3,5,3000,1,2,0,6,13
1,2,3,3000,1,2,0,7,13
2,2,5,500,1,2,1,14,13
2,3,4,4000,1,2,0,4,13
2,3,4,6000,4,3,0,4,6
2,3,4,1000,1,2,0,9,13
3,3,2,6000,1,3,0,6,6
2,2,1,6000,4,3,1,13,6
2,2,1,920,2,2,0,15,13
2,2,1,6000,4,3,0,5,6
2,2,1,6000,4,3,0,7,6
2,2,6,6000,4,3,0,4,6
2,2,4,3000,4,2,0,6,13
2,3,6,500,1,2,0,9,12
2,2,4,6000,2,3,1,20,6
